id,alpha_int,alpha_dif,mu_c_int,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.27581726797349393,-0.014223958742176324,0.24232238263226163,4.940495426416974,-0.10677512576821996,0.3862824400852015,18.811698926287626,1803.6919491283415
2.0,0.2960462940453067,0.08628999401797438,0.23451997567731714,1.1565835853211142,-0.09580310510507388,0.3017536775467342,116.59873590878732,1901.4789861108409
3.0,0.25546201553183956,-0.017885753588292364,0.22504498482595486,0.768317823891107,-0.06296298797490243,0.3700322539362654,42.60952857202849,1827.489778774082
4.0,0.27970228459005203,0.05705017030710766,0.3260589574394328,4.777586281661222,0.1099021502950536,0.1974413172254415,10.183912782594282,1795.0641629846482
5.0,0.2118222070230299,-0.002314525747326268,0.2493068281209293,4.965156109762456,0.07959908654043489,0.40068750105782924,17.399494437891974,1802.2797446399456
6.0,0.23162579533206185,0.020686800441813126,0.30466720486410215,0.5948832300433646,0.09269175539712365,0.43085625716883236,18.025735845857277,1802.9059860479108
7.0,0.270600254820433,0.03453324980796437,0.21141284864604476,4.561297348900652,0.09108107038425298,0.2800361670611649,21.789036966732166,1806.669287168786
8.0,0.37198040909674435,0.06296922044600053,0.241493856404989,1.3840200080463785,-0.06258309638355768,0.43411355821779773,66.69556653156229,1851.575816733616
9.0,0.3212920186176604,-0.16221243973358557,0.4993036847886662,4.475603307645224,0.10589146252811102,0.38645395289285406,12.568994769663462,1797.449244971717
10.0,0.20143318833984855,0.007405410964789772,0.41221770948863123,4.237404102297911,0.0841565935343005,0.30234571367878516,5.23236888760286,1790.1126190896568
11.0,0.1720833021653571,0.056058163252008436,0.2264217130375875,0.3752791874348813,-0.031922951464789316,0.36284022613878736,36.536616314396305,1821.4168665164495
12.0,0.23844229163587824,-0.014070597418595466,0.24802926230743017,0.5176015461882475,0.10280138652549234,0.2784246146640729,35.26719350352918,1820.1474437055829
13.0,0.2521523668951112,0.06506983829133799,0.20160032942345285,4.843431389756436,-0.0302327886351796,0.24728081255233725,40.70104521633103,1825.5812954183846
14.0,0.3338432824228156,-0.03144989465488051,0.2120543270375459,4.004702264775471,0.07523537153767351,0.18474401708216914,69.43552642064606,1854.3157766226996
15.0,0.3784527858663882,-0.118345725316763,0.39502697295873673,0.615238678740377,-0.10234793366291495,0.4219417705132452,30.60585138462744,1815.4861015866811
16.0,0.22317969973938762,-0.000866141025802536,0.23505166404683148,2.1835644806661656,0.034747240823413426,0.28185460075500224,27.103066677464334,1811.9833168795178
17.0,0.2546822715287416,0.002710035256574161,0.2290679936296794,3.9541565969911288,0.024777014970339496,0.27429748344235977,54.314871652167064,1839.1951218542206
18.0,0.16682070974409816,0.07822246152420692,0.25497267425975767,4.501449853558075,0.010784553009334098,0.36744546937721456,23.828088020107508,1808.7083382221606
19.0,0.1736536368799435,0.013454010166574815,0.2624993729544222,0.9135031957110322,0.07139561867849578,0.3727952055492564,66.73386150189775,1851.6141117039515
20.0,0.32546269793164684,0.033174221537858053,0.35435194639293116,4.204634250085274,-0.1997811757064256,0.23985478118717732,13.136767976395326,1798.017018178449
21.0,0.23743541840511434,0.15452202762022746,0.3790017703106862,0.3567487351978489,-0.1692863343794887,0.15192801187834246,11.263588709743928,1796.1438389117975
22.0,0.33077012558171215,0.16671694694991224,0.25174260708982515,3.145478044608428,-0.0005523773661942677,0.38083577597982654,38.11373056618431,1822.993980768238
23.0,0.2312407905412371,0.1190684925441941,0.2636570187403954,2.3445658898866615,-0.06013022542633517,0.2694214800799385,51.9928811847754,1836.873131386829
24.0,0.3621616981443794,-0.0061167634091582775,0.21462698235701017,1.188853823568064,-0.109226753138551,0.24941953702736883,9.100748214109501,1793.9809984161632
25.0,0.3400993118557133,0.027318983655817686,0.26650430528523383,4.840532789912906,-0.14466404201093583,0.3710868886937903,82.95876736787538,1867.8390175699292
26.0,0.3775952578113586,-0.12183186733905066,0.22903881161014328,0.7372599221523393,-0.1386947844231464,0.36990988334453656,33.72266353831597,1818.6029137403698
27.0,0.3693207529324315,0.09297854994605347,0.20036700127784135,1.385430281781049,-0.03067776097523143,0.20290530510578886,36.33113018701265,1821.2113803890666
28.0,0.33656057538029305,0.06949183408745384,0.3211315671991407,3.3071714581057687,-0.06570064972815613,0.17700730829101569,2.969314452549419,1787.8495646546032
29.0,0.2121512858198949,-0.007978885988440432,0.2567795275605871,2.24534255674925,-0.0017529543134768844,0.21760997132809437,18.197380188494574,1803.077630390548
30.0,0.3795741941358285,0.06243081009521867,0.2592695499387642,3.502417742441731,-0.2512807281005745,0.24372970503126415,31.28487530276547,1816.1651255048193
31.0,0.3216739245106173,0.12454373562728151,0.20131371399106818,0.8098024985422474,0.15418540629324634,0.4494253865271979,89.61646602995218,1874.4967162320058
33.0,0.1722820605154487,0.19399668580446303,0.28575994911098335,2.440788569117131,0.051770430394105386,0.4495081039788896,44.83852622956085,1829.7187764316145
35.0,0.2816182069945636,-0.13437061505610845,0.3674912029154236,1.8211208832090597,0.09550321732811931,0.32978761084459784,72.19181012977938,1857.0720603318332
36.0,0.21520744231099692,0.0875032390349134,0.21624649865851414,1.1375967134577951,0.08054257040475905,0.36222346937201294,25.930978333709017,1810.8112285357627
37.0,0.2160010817898709,-0.03159816948581886,0.24255129811102855,2.4194892866825657,0.04398631664506114,0.44615014842274037,55.001247254206966,1839.8814974562601
38.0,0.2579084067568164,-0.016922315039135438,0.20984629868327048,1.1484154391895829,0.03434558379995698,0.35648535827613564,39.97208690274328,1824.852337104797
39.0,0.3771758208022806,0.13881127244875024,0.20085581797393687,2.8828649212048383,-0.1805788366061901,0.44672493236055555,65.80547992297606,1850.6857301250295
40.0,0.22860331506185175,-0.047158340964450464,0.2445462822591496,3.4228528007594727,0.02144511431038243,0.4239713151426734,38.47114806675775,1823.3513982688112
41.0,0.28530782034658464,-0.0331938612212966,0.2254667199848865,4.748813002241191,-0.03330884745776608,0.35720627951301254,14.447552906469953,1799.3278031085238
42.0,0.26425738147733424,-0.07004919480180434,0.2388072272292398,2.967736742395697,-0.004832566527512627,0.15109611632605663,209.11260928319058,1993.992859485244
43.0,0.27358159767806145,-0.011588820855495398,0.20027687258778476,4.764376548052109,0.01389226065344822,0.237764508721831,27.26163727383455,1812.1418874758883
44.0,0.3052651897235743,-0.02791456103771328,0.2694994960656515,0.9896911936137394,0.0923244683882043,0.39899746184411616,51.38079066354116,1836.2610408655949
45.0,0.22707592427175416,0.041678025843928344,0.3247348217903912,4.612227563358362,-0.1501111556223428,0.2945284640467884,21.61841633095851,1806.498666533012
46.0,0.28349011723845696,0.016948899580365547,0.2043710610052037,1.1848152730508834,0.07350265976098316,0.38306095464447676,72.79866247092328,1857.6789126729768
47.0,0.16856771318826685,0.06269733428207025,0.23261608387486388,1.3401096009611877,0.045945086403253656,0.36719108121634714,19.146964287782154,1804.0272144898347
