id,alpha_int,alpha_dif,mu_c_int,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.2551891856570523,0.05793609622546936,0.205653849191484,3.8206616422294104,-0.04044422957926841,0.2603814292786333,18.390490249135798,1803.2707404511887
2.0,0.32587451431397263,-0.000664218902987468,0.2694297675473734,2.7389694121980783,-0.034239920830130104,0.19378690825078607,43.28464950402158,1828.1648997060754
3.0,0.2604352461681712,0.032808439707773876,0.23114954440561708,0.6562611067282791,-0.02296510567140251,0.25641282963474443,30.980842700203524,1815.8610929022573
4.0,0.2484196403474948,0.01694696840613714,0.3254426589301154,2.805633662945186,0.06748452066415203,0.29937825530309065,17.496646046491556,1802.3768962485453
5.0,0.29924266290840995,0.015387331029325902,0.20093485913931514,0.9670551834258454,0.01927121943867043,0.3369935746305478,50.79976342460911,1835.680013626663
6.0,0.18737534162336184,0.030774624487505432,0.35890353700933086,4.235603714084814,-0.07006071502369014,0.3335753403357217,23.709511314528914,1808.5897615165827
7.0,0.1802244449188934,0.048118174831262864,0.25438404417783966,4.980926176692373,0.12885813787644224,0.3811416058035576,17.43389858000401,1802.3141487820574
8.0,0.18798841491795107,0.07509191790836134,0.3251285504542163,4.947551634517547,0.000475115935706949,0.3586067015549101,26.596611784980382,1811.4768619870342
9.0,0.13664823956548972,0.06455088203341185,0.3932852082584586,1.7994873082002512,-0.05911629384118915,0.41902045102386914,54.96910844519855,1839.849358647252
10.0,0.2966277189334937,-0.047135259251037634,0.245355420141518,1.0097113617322795,0.10715583957669789,0.38839701943702803,27.116072481115086,1811.9963226831687
11.0,0.2606545256104513,0.08711679067663423,0.2007668778053942,3.011437610440433,-0.03407309160943189,0.20961960474974395,42.59729861803554,1827.4775488200892
12.0,0.19605902974317255,0.08775948224549852,0.35141375419534593,4.165986171903126,-0.0769548052791397,0.3603348246616899,1.6178551991611334,1786.4981054012148
13.0,0.19049009693096364,0.0641510381688295,0.20134357476823578,0.5578683420487864,0.03527509619477005,0.4450077031523829,31.282423457587583,1816.162673659641
14.0,0.36746305872512486,-0.040499921063350854,0.33928979673125953,4.474001978811577,0.05860383245598033,0.3520889879089383,57.45580925966601,1842.3360594617197
15.0,0.37414966724949533,0.01953997039347515,0.5229583412756061,0.6408094794166561,-0.10798388292243954,0.3720199385472453,20.796080581254046,1805.6763307833078
16.0,0.21345649985034357,0.005487104888833683,0.27463680070859614,4.862422088212453,0.09800625562637588,0.3394193663112784,9.98242958497346,1794.862679787027
17.0,0.37604234986493557,0.0044524372266532275,0.36995018424817017,3.2503028097467697,0.059365293776848384,0.21900919924244075,18.036386427838014,1802.9166366298914
18.0,0.3791706862242652,0.0025866674749013274,0.36034669706788514,4.722850109264147,0.10841750932372492,0.44841166607309124,38.874636484464155,1823.7548866865177
19.0,0.24025558345648337,0.1765959415791458,0.2806240102902571,2.1939101966628103,-0.05546620603868409,0.33608949775533226,9.338537202158168,1794.2187874042115
20.0,0.20374497867554406,0.1545884216129855,0.3131574638128103,4.817023827993162,-0.10480598918960027,0.31192664180533475,14.274377595433412,1799.1546277974871
21.0,0.27147606797228935,0.026649005252318905,0.29067349162522416,4.799479958727259,-0.1358708337190384,0.3877544517515221,14.749441677331955,1799.6296918793855
22.0,0.18001099735454393,0.04324039791890813,0.3062944313466528,2.0741069494703175,0.0002654444416130275,0.37803638314266474,7.09418779397785,1791.9744379960312
23.0,0.2876096998315651,-0.06378075712764912,0.36256641331734196,1.4373305719634593,0.12888462049536262,0.41867653615772155,12.593809736654379,1797.4740599387083
